,Titre,sstitre,Auteur,Editeur,Date,prets,Nombre de prêts par exemplaire,exemplaires,localisations,Langue,cat,tauxemprunt
79628,Le tsar Saltan , ,Aleksandr Sergeevič Puškin,Éd. du Sorbier,1995,13.0,0.6190476190476191,21.0,20.0,français,LRUS Litterature russe et sovietique,3.0
355190,Quinze millions pour un fantôme , ,Jean-François Ménard,l'École des loisirs,1994,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
332779,Encyclopaedia inutilis , ,Hervé Le Tellier,le Castor astral,2002,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
82739,Une si belle école , ,Christian Signol,Librairie générale française,2012,13.0,3.25,4.0,4.0,français,LFRA Litterature francaise,14.0
110475,La citadelle du chaos , ,Steve Jackson,Gallimard-Jeunesse,2007,8.0,8.0,1.0,1.0,français,LBRI Litterature britannique,33.0
106620,Au commencement était la mer , ,Maïssa Bey,"Éd. de l'Aube, impr",2007,9.0,3.0,3.0,3.0,français,LFRA Litterature francaise,12.0
373142,Toujours plus loin dans les neiges , ,Guennadi Nikolaevitch Aigui,Obsidiane,2012,0.0,0.0,1.0,1.0,français,LRUS Litterature russe et sovietique,0.0
280824,La nostalgie du moi , ,Véronique Gély,Presses universitaires de France,2000,1.0,1.0,1.0,1.0,français,"D801 Etudes litteraires, revues litteraires",4.0
58296,Poney d'Islande , ,Krista Ruepp,Éd. Nord-Sud,2001,20.0,2.5,8.0,7.0,français,LFRA Litterature francaise,10.0
150502,L'épine dans la chair , ,David Herbert Lawrence,Gallimard,2007,5.0,2.5,2.0,2.0,français,LBRI Litterature britannique,10.0
333685,Meu pé de laranja lima , ,José Mauro de Vasconcelos,Melhoramentos,1968,0.0,0.0,1.0,1.0,portugais,LPOR Litterature portugaise,0.0
377329,Ainsi fut fait , ,Nathalie Gendreau,J.-C. Gawsewitch,2006,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
305033,Les aubes sont navrantes , ,Thomas A. Ravier,Gallimard,2005,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
151632,Les voyageurs ,Pendragon avant la guerre,Walter Sorrells,Éd. du Rocher,2010,5.0,0.5555555555555556,9.0,9.0,français,LNAM Litterature nord-americaine,2.0
260895,"Étude sur Gérard de Nerval,  Sylvie  et  Aurélia  ", ,Mireille Faure,Ellipses,1997,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
287054,Sans famille , ,Hector Malot,Gallimard,1990,1.0,0.5,2.0,2.0,français,LFRA Litterature francaise,2.0
142073,La folle aventure des Bleus , ,Thierry Jonquet,Gallimard,2003,5.0,1.25,4.0,4.0,français,LFRA Litterature francaise,5.0
377305,Les Compagnons du livre , ,Iris Murdoch,Gallimard,1990,0.0,0.0,2.0,2.0,français,LBRI Litterature britannique,0.0
334172,L'échelle de Jacob , ,Władysław Terlecki,R. Laffont,1992,0.0,0.0,1.0,1.0,français,LECE Litterature d'Europe centrale,0.0
269585,Le jour du destin , ,Michel Del Castillo,L'Avant-scène théâtre,2003,1.0,0.5,2.0,2.0,français,LFRA Litterature francaise,2.0
96240,Dans la fureur glaciale , ,Viviane Forrester,Gallimard,2011,10.0,0.9090909090909091,11.0,11.0,français,LFRA Litterature francaise,4.0
358354,Thoat ky thuy , ,Bình Phương Nguyễn,NXB Trẻ,2014,0.0,0.0,1.0,1.0,vietnamien,LIND Litterature indienne et asiatique,0.0
143400,Histoire de ma mère , ,Yasushi Inoue,"Stock, impr",2007,5.0,1.6666666666666667,3.0,3.0,français,LJAP Litterature japonaise et coreenne,7.0
40844,Les Rougon-Macquart , ,Emile Zola,Gallimard,2000,31.0,5.166666666666667,6.0,6.0,français,LFRA Litterature francaise,22.0
243664,Les mille et une nuits illustrées , ,Anna Milbourne,Usborne,2015,2.0,2.0,1.0,1.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,8.0
349468,Lettre à un ami perdu , ,Patrick Besson,Librio,2003,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
16676,Siddhartha , ,Hermann Hesse,le Livre de poche,1975,73.0,3.65,20.0,19.0,français,LGER Litterature germanique,15.0
234690,Ils vivent la nuit ,Ils vivent la nuit,Dennis Lehane,A vue d'oeil,2013,2.0,0.5,4.0,4.0,français,LNAM Litterature nord-americaine,2.0
409773,Le livre des Baltimore , ,Joël Dicker,Ed. de Fallois,2017,0.0,0.0,3.0,3.0,français,LFRA Litterature francaise,0.0
298373,Le figuier stérile ,Les Desmichels,Thyde Monnier,France loisirs,1982,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
97727,A clockwork orange , ,Anthony Burgess,Penguin Books,2011,10.0,3.3333333333333335,3.0,3.0,anglais,LBRI Litterature britannique,14.0
303596,Faux journal , ,Jude Stéfan,le Temps qu'il fait,1986,1.0,1.0,1.0,1.0,français,Littérature française (autres),4.0
135249,Gaspard Hauser ou La paresse du coeur , ,Jakob Wassermann,B. Grasset,1992,6.0,1.0,6.0,6.0,français,LGER Litterature germanique,4.0
11503,Comment la nuit vint au monde et autres contes brésiliens , ,Muriel Bloch,Naïve,2005,97.0,2.255813953488372,43.0,37.0,français,LLAT Litterature latino-americaine,9.0
349569,Clef pour Shakespeare , ,Paul Arnold,Lib. Vrin,1977,0.0,0.0,1.0,1.0,français,Littérature étrangère,0.0
298046,Ratus champion de tennis , ,Jeanine Guion,Hatier jeunesse,2015,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
112089,Meurtre à l'université , ,Batya Gour,Fayard,1994,8.0,2.0,4.0,4.0,français,LFRA Litterature francaise,8.0
246415,Un début prometteur , ,Nicolas Rey,Au diable Vauvert,2003,2.0,0.5,4.0,4.0,français,LFRA Litterature francaise,2.0
29856,Le sortilège de pierre ,Reckless,Cornelia Funke,Gallimard jeunesse,2010,43.0,1.162162162162162,37.0,33.0,français,LGER Litterature germanique,5.0
56922,Mini fête son anniversaire , ,Christine Nöstlinger,Hachette,2003,21.0,2.1,10.0,8.0,français,LFRA Litterature francaise,9.0
53658,Au hasard la chance ,La diaspora des Desrosiers,Michel Tremblay,Actes Sud;Leméac,2012,22.0,1.5714285714285714,14.0,14.0,français,LNAM Litterature nord-americaine,7.0
368561,"Moi, je s'rai quelqu'un ", ,Irwin Hadley,Stock,1985,0.0,0.0,2.0,2.0,français,LNAM Litterature nord-americaine,0.0
440600,La malédiction Shakespeare ,Les chroniques étranges des enfants Trotter,Anne Ferrier,Oskar éd.,2011,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
232818,Bitterblue , ,Kristin Cashore,Orbit,2012,2.0,2.0,1.0,1.0,français,LNAM Litterature nord-americaine,8.0
179642,"Les aventures fabuleuses, cocasses et incroyables de Till Brindille ", ,Cat Weatherill,Milan,2006,4.0,1.0,4.0,4.0,français,LBRI Litterature britannique,4.0
274021,Amerika ou Le disparu , ,Franz Kafka,Flammarion,2012,1.0,0.5,2.0,2.0,français,LGER Litterature germanique,2.0
234706,La fourrure de ma tante Rachel , ,Raymond Federman,L. Scheer,2009,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
324444,Un Jasmin ivre , ,Olympia Alberti,A. Michel,1982,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
385672,Walter , ,Henry Spencer Ashbee,Productions de la Seine,1969,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
316861,Le fakir , ,René-Victor Pilhes,Flammarion,1995,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
365870,Une histoire modèle , ,Raymond Queneau,Gallimard,2010,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
320919,Poils de cairote , ,Paul Fournel,Éd. du Seuil,2007,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
321275,Le concept Prométhée , ,Sondra Marshak,Fleuve noir,1993,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
262338,Pierre Jean Jouve , ,Béatrice Bonhomme,Éd. Aden,2008,1.0,0.3333333333333333,3.0,3.0,français,LFRA Litterature francaise,1.0
335015,Partie fine , ,James Hadley Chase,Gallimard,1972,0.0,0.0,1.0,1.0,français,LBRI Litterature britannique,0.0
434535,The family , ,Martina Cole,Headline,2010,0.0,0.0,6.0,6.0,anglais,LBRI Litterature britannique,0.0
135545,Septentrion ,Les cornes d'ivoire,Lorris Murail,PKJ,2012,6.0,0.375,16.0,16.0,français,LFRA Litterature francaise,2.0
199071,Notre-Dame de Paris , ,Victor Hugo,Pocket,1998,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
42548,La septième victime , ,Aleksandra Marinina,Éd. du Seuil,2011,29.0,1.7058823529411764,17.0,17.0,français,LRUS Litterature russe et sovietique,7.0
210824,Chansons d'au-delà , ,José Ángel Valente,Éd. Unes,1995,2.0,1.0,2.0,2.0,français,LESP Litterature espagnole,4.0
126440,"A. O. Barnabooth, ses oeuvres complètes ", ,Valery Larbaud,Gallimard,1995,7.0,0.7,10.0,10.0,français,LFRA Litterature francaise,3.0
426648,Le roman de Hinze et Kunze , ,Volker Braun,Messidor,1988,0.0,0.0,1.0,1.0,français,LGER Litterature germanique,0.0
301848,L'inspecteur Max , ,Pierre Véry,Librairie des Champs-Élysées,1997,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
406705,Le théâtre profane ,Le théâtre en France au Moyen-Age,Gustave Cohen,Rieder,1938,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
171968,Fratelli , ,Jean-Bernard Pouy,J.-C. Lattès,2010,4.0,0.6666666666666666,6.0,6.0,français,LFRA Litterature francaise,3.0
370748,Amped , ,Daniel H. Wilson,Simon & Schuster,2012,0.0,0.0,2.0,2.0,anglais,LNAM Litterature nord-americaine,0.0
366191,La base , ,Hugues Jallon,Éd. du Passant,2004,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
133968,L'homme qui plantait des arbres , ,Jean Giono,Gallimard,2008,6.0,6.0,1.0,1.0,français,LFRA Litterature francaise,25.0
283966,Contes de la cave , ,Emmanuelle de Saint Chamas,Seuil,2003,1.0,0.1,10.0,10.0,français,LFRA Litterature francaise,0.0
75246,Histoire zéro , ,William Gibson,Au diable Vauvert,2013,14.0,1.0769230769230769,13.0,13.0,français,LNAM Litterature nord-americaine,4.0
267251,Revanches , ,John T. Parker,Grasset,2005,1.0,0.3333333333333333,3.0,3.0,français,LFRA Litterature francaise,1.0
289298,Mémoires fauves , ,René Guitton,Calmann-Lévy,2015,1.0,0.1,10.0,10.0,français,LFRA Litterature francaise,0.0
379667,Le couteau sur la table , ,Jacques Godbout,Ed. du Seuil,1986,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
77547,Assassins , ,Philippe Djian,Gallimard,2003,14.0,2.3333333333333335,6.0,6.0,français,LFRA Litterature francaise,10.0
175840,Les félins m'aiment bien , ,Olivia Rosenthal,Actes Sud-Papiers,2004,4.0,2.0,2.0,2.0,français,LFRA Litterature francaise,8.0
52632,Jane et Prudence , ,Barbara Pym,Fayard,1988,23.0,3.2857142857142856,7.0,7.0,français,LBRI Litterature britannique,14.0
163842,Cosmofobia , ,Lucía Etxebarria,"Destino, DL",2008,4.0,2.0,2.0,2.0,espagnol,LESP Litterature espagnole,8.0
154069,La Jérusalem délivrée , ,Le Tasse,Ed. d'Aujourd'hui,1976,5.0,1.6666666666666667,3.0,3.0,français,Littérature étrangère,7.0
18765,"Lemmer, l'invisible ", ,Deon Meyer,Points,2010,66.0,5.5,12.0,12.0,français,LAFR Litterature africaine sub-saharienne,23.0
274319,Vacant possession , ,Hilary Mantel,Harper Perennial,2006,1.0,1.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,4.0
193979,Maître Hiram et le roi Salomon , ,Christian Jacq,Presses pocket,1991,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
3185,Le Cercle , ,Dave Eggers,Gallimard,2016,214.0,6.6875,32.0,32.0,français,LNAM Litterature nord-americaine,28.0
236995,Le professeur Séraphin et la fin du monde (ou presque) , ,Jo Nesbø,Bayard jeunesse,2012,2.0,2.0,1.0,1.0,français,LNOR Litterature nordique,8.0
426106,La deuxième vie de Victor Hurvoas , ,Bertrand Latour,le Passage,2011,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
82285,Monteriano , ,Edward Morgan Forster,le Bruit du temps,2012,13.0,1.0,13.0,13.0,français,LBRI Litterature britannique,4.0
219109,To die for , ,Joyce Maynard,Open Road Integrated Media,2014,2.0,2.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,8.0
398848,Présence de la mort , ,Charles-Ferdinand Ramuz,Ed. de l'Aire,1978,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
119272,Dernier train pour Istanbul , ,Ayse Kulin,Ramsay,2008,7.0,3.5,2.0,2.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,15.0
174341,Lis isclo d'or , ,Frédéric Mistral,Didier,1970,4.0,2.0,2.0,1.0,français,Littérature française (autres),8.0
267672,"Tatouages, tortue et têtes à claques ",Le monde délirant d'Ally,Karen McCombie,Milan,2003,1.0,0.25,4.0,4.0,français,LBRI Litterature britannique,1.0
445085,Les Silves , ,Ange Politien,les Belles Lettres,1987,0.0,0.0,1.0,1.0,français,Littérature étrangère,0.0
439240,Sweet hearts , ,Melanie Rae Thon,Éd. de l'Olivier,2001,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
418564,L'adieu aux armes , ,Ernest Hemingway,Gallimard,1968,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
166012,"Petite soeur, mon amour ", ,Joyce Carol Oates,Points,2011,4.0,4.0,1.0,1.0,français,LNAM Litterature nord-americaine,17.0
66001,L'arbre des tropiques , ,Yukio Mishima,Gallimard,1984,17.0,2.125,8.0,8.0,français,LJAP Litterature japonaise et coreenne,9.0
137260,Guillevic , ,Eugène Guillevic,Gallimard jeunesse,2003,6.0,0.4,15.0,15.0,français,LFRA Litterature francaise,2.0
157217,Le ratichon baigneur , ,Boris Vian,Librairie générale française,1999,5.0,1.0,5.0,5.0,français,LFRA Litterature francaise,4.0
150247,Mansfield Park , ,Jane Austen,Penguin,1996,5.0,1.6666666666666667,3.0,3.0,anglais,LBRI Litterature britannique,7.0
329210,Chien tranh và hoà binh , ,Lev Nikolaevič Tolstoj,Nhà xuat ban Van Hoc,2006,0.0,0.0,1.0,1.0,vietnamien,LRUS Litterature russe et sovietique,0.0
207005,La furie des dragons ,La guerre de la couronne,Michael A. Stackpole,Milady,2009,3.0,3.0,1.0,1.0,français,LNAM Litterature nord-americaine,12.0
315004,Testament , ,Christophe Manon,L. Scheer,2011,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
397925,Vol au-dessus d'un nid de ripoux , ,Frank Goyke,Fleuve noir,1998,0.0,0.0,1.0,1.0,français,LGER Litterature germanique,0.0
110300,Le livre de la jungle , ,Rudyard Kipling,Hachette jeunesse,1998,8.0,2.0,4.0,4.0,français,LBRI Litterature britannique,8.0
226181,La moisson d'hiver , ,Serge Brussolo,Denoël,1994,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
41435,Ratus se déguise ,Les aventures du rat vert,Jeanine Guion,Hatier,2003,30.0,3.75,8.0,7.0,français,LFRA Litterature francaise,16.0
111324,Empire State , ,Henry Porter,Calmann-Lévy,2006,8.0,1.6,5.0,5.0,français,LBRI Litterature britannique,7.0
292244,El oficinista , ,Guillermo Saccomanno,Seix Barral,2010,1.0,1.0,1.0,1.0,espagnol,LLAT Litterature latino-americaine,4.0
58868,"Théâtre, je t'adore ",Théâtre / Sacha Guitry,Sacha Guitry,Presses de la Cité,1996,20.0,1.1764705882352942,17.0,17.0,français,LFRA Litterature francaise,5.0
105114,Eloïse à Noël , ,Kay Thompson,Gallimard jeunesse,2000,9.0,3.0,3.0,3.0,français,LBRI Litterature britannique,12.0
313939,"Mrs Dalloway, de Virginia Woof ", ,Catherine Bernard,Gallimard,2006,1.0,0.5,2.0,2.0,français,LBRI Litterature britannique,2.0
158989,We'll always have Paris , ,Ray Bradbury,Harper Voyager,2009,4.0,4.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,17.0
343514,La ciudad y los perros , ,Mario Vargas Llosa,Debolsillo,2015,0.0,0.0,1.0,1.0,espagnol,LESP Litterature espagnole,0.0
135705,Mentir ,Ten tiny breaths,Kathleen A. Tucker,le Livre de poche,2016,6.0,2.0,3.0,3.0,français,LNAM Litterature nord-americaine,8.0
281040,Au nord tes parents , ,Antoine Mouton,la Dragonne,2004,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
60979,Tout pour se déplaire , ,Jen Klein,Gallimard,2017,19.0,2.111111111111111,9.0,9.0,français,LNAM Litterature nord-americaine,9.0
225480,La Bataille du Petit Trianon , ,Jorge Amado,Stock,1980,2.0,1.0,2.0,2.0,français,LLAT Litterature latino-americaine,4.0
297665,The passage , ,Justin Cronin,Ballantine Books,2010,1.0,0.5,2.0,2.0,anglais,LNAM Litterature nord-americaine,2.0
441958,Buuut ! ,Bienvenue au 50 !,Jean-Christophe Tixier,Rageot,2018,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
95680,12-21 , ,Dustin Thomason,Calmann-Lévy,2012,10.0,1.6666666666666667,6.0,6.0,français,LNAM Litterature nord-americaine,7.0
367279,Hugoliade , ,Eugène Ionesco,Gallimard,1982,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
89708,Menace sur la maîtresse ,Mène l'enquête avec Mister Bonflair,Claire Clément,Nathan,2012,11.0,11.0,1.0,1.0,français,LAFR Litterature africaine sub-saharienne,46.0
337301,Bric-à-braque , ,Russell H. Greenan,Éd. Murder Inc.,2003,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
196428,The turn of the screw , ,Henry James,Penguin books,1994,3.0,1.5,2.0,2.0,anglais,LNAM Litterature nord-americaine,6.0
9786,Maudit mercredi , ,Nicci French,Fleuve noir,2014,110.0,3.5483870967741935,31.0,31.0,français,LBRI Litterature britannique,15.0
188521,Gimpel the fool and other stories , ,Isaac Bashevis Singer,"Farrar, Straus and Giroux, cop",2006,3.0,3.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,12.0
107371,Un Vénitien anonyme , ,Donna Leon,Calmann-Lévy,1998,9.0,9.0,1.0,1.0,français,LNAM Litterature nord-americaine,38.0
322386,Chirurgie , ,Philippe Adam,Inventaire-invention,2002,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
244359,Postcard killers , ,James Patterson,Century,2010,2.0,2.0,1.0,1.0,anglais,LNAM Litterature nord-americaine,8.0
361053,La Nouvelle science-fiction américaine , ,Gérard Cordesse,Aubier,1984,0.0,0.0,1.0,1.0,français,Littérature étrangère,0.0
145036,Les vampires de Manhattan ,Les vampires de Manhattan,Melissa De la Cruz,Librairie générale française,2011,5.0,1.0,5.0,5.0,français,LNAM Litterature nord-americaine,4.0
432051,L'envol du faucon vert , ,Amid Lartane,Métailié,2007,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
80361,La Grande Ourse , ,Yves Bonnefoy,Éditions Galilée,2015,13.0,0.9285714285714286,14.0,14.0,français,LFRA Litterature francaise,4.0
320911,Jean Moréas , ,Robert Jouanny,Minard,1969,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
434628,Liberté sur parole , ,Octavio Paz,Gallimard,2014,0.0,0.0,1.0,1.0,français,LLAT Litterature latino-americaine,0.0
47587,Le Chat et le diable , ,James Joyce,Gallimard,1990,26.0,1.5294117647058822,17.0,14.0,français,LBRI Litterature britannique,6.0
60732,La tour d'ivoire , ,Henry James,Payot et Rivages,1998,19.0,1.7272727272727273,11.0,11.0,français,LBRI Litterature britannique,7.0
437603,Les heures de braise , ,Reda Bekhechi,L. Levi,2007,0.0,0.0,1.0,1.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,0.0
143913,Gao liang hong le , ,Ding Ya,Xin xing chu ban she,2016,5.0,5.0,1.0,1.0,chinois,LCHI Litterature chinoise,21.0
166231,Avant-scène théâtre (L').  ,Avant-scène théâtre (L'),Mark St. Germain,Avant-scène théâtre,2017,4.0,1.0,4.0,4.0,français,LNAM Litterature nord-americaine,4.0
393458,Voir du pays , ,Delphine Coulin,le Livre de poche,2015,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
257204,Jours obscurs , ,Boris Pahor,Phébus,2001,1.0,0.3333333333333333,3.0,3.0,français,LBAL Litterature des Balkans,1.0
284112,Ne mords pas la main qui te nourrit , ,A.J. Rich,Le Livre de poche,2017,1.0,1.0,1.0,1.0,français,LNAM Litterature nord-americaine,4.0
184162,Laura , ,George Sand,Nizet,1977,3.0,3.0,1.0,1.0,français,LFRA Litterature francaise,12.0
446475,La voie du cygne , ,Laurent Kloetzer,Gallimard,2001,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
203218,Le géant de neige ,"Rougemuraille, un conte d'hiver",Brian Jacques,Mango jeunesse,2002,3.0,0.375,8.0,8.0,français,LBRI Litterature britannique,2.0
262727,Têtes d'affiche , ,André Reybaz,La Table Ronde,1975,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
365820,The assassin , ,Clive Cussler,Penguin,2015,0.0,0.0,3.0,3.0,anglais,LNAM Litterature nord-americaine,0.0
4500,Le héros perdu ,Héros de l'Olympe,Rick Riordan,A. Michel,2011,179.0,6.392857142857143,28.0,27.0,français,LNAM Litterature nord-americaine,27.0
394864,Valse dans les ténèbres , ,William Irish,Rivages,2017,0.0,0.0,1.0,1.0,français,LNAM Litterature nord-americaine,0.0
172502,Un ourson sur la banquise , ,Yves-Marie Clément,Rageot,2005,4.0,2.0,2.0,2.0,français,LFRA Litterature francaise,8.0
162294,Rien ne sert de parler si fort , ,Aurélie de La Selle,l'Harmattan,2006,4.0,0.5714285714285714,7.0,6.0,français,LFRA Litterature francaise,2.0
55769,La rage de l'expression , ,Francis Ponge,Gallimard,2004,21.0,1.4,15.0,15.0,français,LFRA Litterature francaise,6.0
309245,Dictionnaire de littératures de langue arabe et maghrébine francophone ,Dictionnaire universel des littératures.,Jamel-Eddine Bencheikh,Presses universitaires de France,2000,1.0,0.14285714285714285,7.0,7.0,français,"D801 Etudes litteraires, revues litteraires",1.0
318380,Le remords de Dieu , ,Marc Paillet,Pocket,1997,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
176386,Pilate , ,Jean Grosjean,Gallimard,1983,4.0,2.0,2.0,2.0,français,LFRA Litterature francaise,8.0
151433,Chemins croisés , ,Nicholas Sparks,Éditions Libra diffusio,2015,5.0,1.25,4.0,4.0,français,LFRA Litterature francaise,5.0
269597,Les oiseaux de lumière ,Chroniques des nouveaux mondes.,Jean-Marc Ligny,Éd. J'ai lu,2001,1.0,1.0,1.0,1.0,français,LFRA Litterature francaise,4.0
231899,Le garçon qui ne voulait plus de frère , ,Sophie Rigal-Goulard,Rageot,2014,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
70436,Claude , ,Nathalie Rheims,L. Scheer,2009,16.0,0.8421052631578947,19.0,19.0,français,LFRA Litterature francaise,4.0
406796,Berger de Provence , ,Gildas Moreau,Ramsay,1991,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
409450,Robin des Bois , ,Alexandre Dumas,Clé international,1997,0.0,0.0,3.0,3.0,français,LFRA Litterature francaise,0.0
409482,Je suis martiniquaise , ,Mayotte Capécia,Corrêa,1948,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
236293,La Montagne ensorcelée , ,Jacques Roumain,Messidor,1987,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
94528,Un vrai jeu d'enfant , ,François-Xavier Dillard,Fleuve noir,2012,10.0,2.5,4.0,4.0,français,LFRA Litterature francaise,10.0
434307,Une île , ,Guy Scarpetta,B. Grasset,1996,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
361772,Correspondance générale , ,Charles-Augustin Sainte-Beuve,Didier;Privat,1977,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
218015,What a carve up! , ,Jonathan Coe,Penguin,2008,2.0,2.0,1.0,1.0,anglais,LBRI Litterature britannique,8.0
71245,Young elites ,Young elites,Marie Lu,Castelmore,2015,15.0,5.0,3.0,3.0,français,LNAM Litterature nord-americaine,21.0
380034,La fille du chiffonnier , ,Alan Sillitoe,Seuil,1967,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
100494,Passions criminelles , ,Mireille Dumas,Fayard,2008,9.0,0.8181818181818182,11.0,11.0,français,LFRA Litterature francaise,3.0
198848,Nguoi di vang , ,Bình Phương ;Bình Phương Nguyễn;Nguyễn,NXB Tổng hợp Tp. Hồ Chí Minh,2013,3.0,3.0,1.0,1.0,vietnamien,LIND Litterature indienne et asiatique,12.0
415587,Abel le magicien , ,Carlos Victoria,Actes Sud,1999,0.0,0.0,2.0,2.0,français,LESP Litterature espagnole,0.0
378161,Les femmes de Karantina , ,Nael al- Toukhy,Sindbad,2017,0.0,0.0,2.0,2.0,français,LMMO Litterature du Maghreb et du Moyen-Orient,0.0
250894,Mozart ,Mozart,Christian Jacq,Pocket,2008,2.0,2.0,1.0,1.0,français,LFRA Litterature francaise,8.0
238549,0Œuvre romanesque ,Tout Simenon.,Georges Simenon,Presses de la Cité,1992,2.0,0.6666666666666666,3.0,3.0,français,LFRA Litterature francaise,3.0
45363,Le papillon de Siam , ,Maxence Fermine,A. Michel,2010,27.0,2.25,12.0,12.0,français,LFRA Litterature francaise,9.0
179364,La mélancolie au miroir , ,Jean Starobinski,Julliard,2004,4.0,1.3333333333333333,3.0,3.0,français,"D801 Etudes litteraires, revues litteraires",6.0
114744,Utopies dans la réalité , ,August Strindberg,Actes Sud,2003,8.0,0.8,10.0,10.0,français,LNOR Litterature nordique,3.0
157987,The missing file , ,Dror Mishani,Quercus,2014,5.0,5.0,1.0,1.0,anglais,LMMO Litterature du Maghreb et du Moyen-Orient,21.0
427210,Parfums d'été ,Les petits polars du monde,Dominique Sylvain,Le Monde Editions,2013,0.0,0.0,1.0,1.0,français,LFRA Litterature francaise,0.0
157956,Quelle famille ! , ,Tom Sharpe,10-18,2007,5.0,1.0,5.0,5.0,français,LBRI Litterature britannique,4.0
45381,"L'Afrique, petit Chaka ", ,Marie Sellier,Réunion des musées nationaux,2000,27.0,0.9310344827586207,29.0,23.0,français,LFRA Litterature francaise,4.0
180571,Smoke ; suivi du Conte de Noël d'Auggie Wren ; Brooklyn Boogie , ,Paul Auster,Arles,1997,3.0,1.5,2.0,2.0,français,LNAM Litterature nord-americaine,6.0
399908,Boris Vian , ,Jean Clouzet,Seghers,1966,0.0,0.0,1.0,1.0,français,Littérature française (autres),0.0
411534,Le Faiseur-de-Pluie , ,William Camus,Hachette,1982,0.0,0.0,2.0,2.0,français,LFRA Litterature francaise,0.0
220308,La marche du héros , ,Anita Rau Badami,Stock,2002,2.0,0.3333333333333333,6.0,6.0,français,LBRI Litterature britannique,1.0
152931,Dostoïevski , ,Henri Troyat,Fayard,1996,5.0,1.6666666666666667,3.0,3.0,français,"D801 Etudes litteraires, revues litteraires",7.0
13824,La dangereuse amie de la reine ,Duchesses rebelles,Anne-Marie Desplat-Duc,Flammarion-Jeunesse,2017,85.0,2.7419354838709675,31.0,30.0,français,LFRA Litterature francaise,11.0
344704,Zouleikha ouvre les yeux ,Zouleikha ouvre les yeux,Guzelʹ Šamilevna Âhina,Voir de près,2018,0.0,0.0,1.0,1.0,français,LRUS Litterature russe et sovietique,0.0
